,outcomes_description,outcomes_name,outcomes_price,outcomes_point,EV Percentage,bookmakers.title,bookmakers.markets.key,team,Outcome Last 30 Avg,Outcome Last 30 Avg Adjusted,True Odds,Percentage Hit,opposing team,Defensive Rating Adjustment,Outcome Last 30 STD,outcomes_point_adj,Date
0,Al Horford,Over,-115,8.5,-0.17081300289672594,DraftKings,player_points,Boston Celtics,7.2,9.899665433583705,0.5009443985361799,0.42786029647500146,Cleveland Cavaliers,0.9989272562857592,3.4935189403775753,9.0,2024-05-15
1,Al Horford,Under,-105,8.5,0.09866213691754243,DraftKings,player_points,Boston Celtics,7.2,9.899665433583705,0.479695431472079,0.5322037951801818,Cleveland Cavaliers,0.9989272562857592,3.4935189403775753,8.0,2024-05-15
2,Darius Garland,Over,-105,19.5,-0.25868342484755824,DraftKings,player_points,Cleveland Cavaliers,15.3,15.533607784732888,0.479695431472079,0.3811088809167213,Boston Celtics,0.9450684532698,7.764815470869855,20.0,2024-05-15
3,Darius Garland,Under,-115,19.5,0.15685000788243783,DraftKings,player_points,Cleveland Cavaliers,15.3,15.533607784732888,0.5009443985361799,0.5941343808567956,Boston Celtics,0.9450684532698,7.764815470869855,19.0,2024-05-15
4,Derrick White,Over,-112,13.5,0.12073649935750427,DraftKings,player_points,Boston Celtics,16.6,16.46903562645832,0.49478019346805635,0.5627211786984339,Cleveland Cavaliers,0.9989272562857592,10.181065836271761,14.0,2024-05-15
5,Derrick White,Under,-108,13.5,-0.1760666377617971,DraftKings,player_points,Boston Celtics,16.6,16.46903562645832,0.48628465443186036,0.41348392924173183,Cleveland Cavaliers,0.9989272562857592,10.181065836271761,13.0,2024-05-15
6,Donovan Mitchell,Over,-105,27.5,0.0657587046304044,DraftKings,player_points,Cleveland Cavaliers,28.9,26.670348448825926,0.479695431472079,0.5134598886279229,Boston Celtics,0.9450684532698,9.864174548003394,28.0,2024-05-15
7,Donovan Mitchell,Under,-115,27.5,-0.06221561615691791,DraftKings,player_points,Cleveland Cavaliers,28.9,26.670348448825926,0.5009443985361799,0.47160330813869045,Boston Celtics,0.9450684532698,9.864174548003394,27.0,2024-05-15
8,Evan Mobley,Over,-102,16.5,-0.15742862918091083,DraftKings,player_points,Cleveland Cavaliers,13.6,14.70710339499831,0.4729104890184428,0.4085871708159769,Boston Celtics,0.9450684532698,6.068119921331082,17.0,2024-05-15
9,Evan Mobley,Under,-118,16.5,0.10246774619179708,DraftKings,player_points,Cleveland Cavaliers,13.6,14.70710339499831,0.50693894658408,0.5648141829256308,Boston Celtics,0.9450684532698,6.068119921331082,16.0,2024-05-15
10,Jaylen Brown,Over,-110,24.5,-0.033341603136443826,DraftKings,player_points,Boston Celtics,23.5,23.678211548499178,0.49057287889774975,0.47474414792624375,Cleveland Cavaliers,0.9989272562857592,6.137921348306964,25.0,2024-05-15
11,Jaylen Brown,Under,-110,24.5,0.03510998087218942,DraftKings,player_points,Boston Celtics,23.5,23.678211548499178,0.49057287889774975,0.5084236225608297,Cleveland Cavaliers,0.9989272562857592,6.137921348306964,24.0,2024-05-15
12,Jayson Tatum,Over,-102,29.5,-0.18570903833221356,DraftKings,player_points,Boston Celtics,23.6,24.96628081217019,0.4729104890184428,0.398841936537505,Cleveland Cavaliers,0.9989272562857592,6.172237009001749,30.0,2024-05-15
13,Jayson Tatum,Under,-118,29.5,0.13435486976852695,DraftKings,player_points,Boston Celtics,23.6,24.96628081217019,0.50693894658408,0.5856198214255821,Cleveland Cavaliers,0.9989272562857592,6.172237009001749,29.0,2024-05-15
14,Jrue Holiday,Over,-110,13.5,-0.4118644097812219,DraftKings,player_points,Boston Celtics,9.8,10.709513999869367,0.49057287889774975,0.3474645833545499,Cleveland Cavaliers,0.9989272562857592,4.8327116653920426,14.0,2024-05-15
15,Jrue Holiday,Under,-110,13.5,0.20549026119880628,DraftKings,player_points,Boston Celtics,9.8,10.709513999869367,0.49057287889774975,0.6174535753809097,Cleveland Cavaliers,0.9989272562857592,4.8327116653920426,13.0,2024-05-15
16,Max Strus,Over,-105,11.5,-0.27326952879655947,DraftKings,player_points,Cleveland Cavaliers,8.7,10.508013681059102,0.479695431472079,0.3767430387857211,Boston Celtics,0.9450684532698,4.732962763898918,12.0,2024-05-15
17,Max Strus,Under,-115,11.5,0.14606188674181947,DraftKings,player_points,Cleveland Cavaliers,8.7,10.508013681059102,0.5009443985361799,0.5866284579158066,Boston Celtics,0.9450684532698,4.732962763898918,11.0,2024-05-15
18,Payton Pritchard,Over,100,8.5,0.11301277388537848,DraftKings,player_points,Boston Celtics,9.9,12.841165976675846,0.4682741116751247,0.5279378303184399,Cleveland Cavaliers,0.9989272562857592,9.083959799139963,9.0,2024-05-15
19,Payton Pritchard,Under,-120,8.5,-0.15788779136669126,DraftKings,player_points,Boston Celtics,9.9,12.841165976675846,0.5108444854637724,0.44118652020746035,Cleveland Cavaliers,0.9989272562857592,9.083959799139963,8.0,2024-05-15
20,Jrue Holiday,Over,100,13.5,-0.34768875479116623,FanDuel,player_points,Boston Celtics,9.8,10.709513999869367,0.4682741116751247,0.3474645833545499,Cleveland Cavaliers,0.9989272562857592,4.8327116653920426,14.0,2024-05-15
21,Jrue Holiday,Under,-128,13.5,0.1484680311413045,FanDuel,player_points,Boston Celtics,9.8,10.709513999869367,0.525781458722947,0.6174535753809097,Cleveland Cavaliers,0.9989272562857592,4.8327116653920426,13.0,2024-05-15
22,Sam Hauser,Over,142,3.5,0.3522718719085256,FanDuel,player_points,Boston Celtics,6.6,10.533782054164227,0.3870033980786155,0.597478141359891,Cleveland Cavaliers,0.9989272562857592,7.005407694163933,4.0,2024-05-15
23,Sam Hauser,Under,-184,3.5,-0.6566556107623668,FanDuel,player_points,Boston Celtics,6.6,10.533782054164227,0.6067777221705842,0.3662666629254071,Cleveland Cavaliers,0.9989272562857592,7.005407694163933,3.0,2024-05-15
24,Evan Mobley,Over,-128,15.5,-0.2081769168343457,FanDuel,player_points,Cleveland Cavaliers,13.6,14.70710339499831,0.525781458722947,0.43518581707436926,Boston Celtics,0.9450684532698,6.068119921331082,16.0,2024-05-15
25,Evan Mobley,Under,100,15.5,0.1294707575656191,FanDuel,player_points,Cleveland Cavaliers,13.6,14.70710339499831,0.4682741116751247,0.5379188760685687,Boston Celtics,0.9450684532698,6.068119921331082,15.0,2024-05-15
26,Derrick White,Over,-118,13.5,0.09912943430239708,FanDuel,player_points,Boston Celtics,16.6,16.46903562645832,0.50693894658408,0.5627211786984339,Cleveland Cavaliers,0.9989272562857592,10.181065836271761,14.0,2024-05-15
27,Derrick White,Under,-108,13.5,-0.1760666377617971,FanDuel,player_points,Boston Celtics,16.6,16.46903562645832,0.48628465443186036,0.41348392924173183,Cleveland Cavaliers,0.9989272562857592,10.181065836271761,13.0,2024-05-15
28,Payton Pritchard,Over,-108,8.5,0.07889788057327751,FanDuel,player_points,Boston Celtics,9.9,12.841165976675846,0.48628465443186036,0.5279378303184399,Cleveland Cavaliers,0.9989272562857592,9.083959799139963,9.0,2024-05-15
29,Payton Pritchard,Under,-118,8.5,-0.14903543822168616,FanDuel,player_points,Boston Celtics,9.9,12.841165976675846,0.50693894658408,0.44118652020746035,Cleveland Cavaliers,0.9989272562857592,9.083959799139963,8.0,2024-05-15
30,Darius Garland,Over,-111,19.5,-0.29277099220971287,FanDuel,player_points,Cleveland Cavaliers,15.3,15.533607784732888,0.4926865061226431,0.3811088809167213,Boston Celtics,0.9450684532698,7.764815470869855,20.0,2024-05-15
31,Darius Garland,Under,-115,19.5,0.15685000788243783,FanDuel,player_points,Cleveland Cavaliers,15.3,15.533607784732888,0.5009443985361799,0.5941343808567956,Boston Celtics,0.9450684532698,7.764815470869855,19.0,2024-05-15
32,Jaylen Brown,Over,-113,24.5,-0.04657260957865172,FanDuel,player_points,Boston Celtics,23.5,23.678211548499178,0.4968542217773624,0.47474414792624375,Cleveland Cavaliers,0.9989272562857592,6.137921348306964,25.0,2024-05-15
33,Jaylen Brown,Under,-113,24.5,0.0227554351727297,FanDuel,player_points,Boston Celtics,23.5,23.678211548499178,0.4968542217773624,0.5084236225608297,Cleveland Cavaliers,0.9989272562857592,6.137921348306964,24.0,2024-05-15
34,Max Strus,Over,-102,12.5,-0.38605292992703344,FanDuel,player_points,Cleveland Cavaliers,8.7,10.508013681059102,0.4729104890184428,0.3411922292486611,Boston Celtics,0.9450684532698,4.732962763898918,13.0,2024-05-15
35,Max Strus,Under,-125,12.5,0.16518450509687452,FanDuel,player_points,Cleveland Cavaliers,8.7,10.508013681059102,0.5203045685279164,0.623256961214279,Boston Celtics,0.9450684532698,4.732962763898918,12.0,2024-05-15
36,Al Horford,Over,-115,8.5,-0.17081300289672594,FanDuel,player_points,Boston Celtics,7.2,9.899665433583705,0.5009443985361799,0.42786029647500146,Cleveland Cavaliers,0.9989272562857592,3.4935189403775753,9.0,2024-05-15
37,Al Horford,Under,-111,8.5,0.07425217447793625,FanDuel,player_points,Boston Celtics,7.2,9.899665433583705,0.4926865061226431,0.5322037951801818,Cleveland Cavaliers,0.9989272562857592,3.4935189403775753,8.0,2024-05-15
