,First Last Name,team,position,points,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,points_deviation,totReb_deviation,assists_deviation,tpm_deviation,Points_Rebounds_Assist_deviation,Points_Rebounds_deviation,Points_Assist_deviation,Rebounds_Assist_deviation,count
0,A. Flagler,Oklahoma City Thunder,F,3,15,1,7,25.0,0,0,0.0,1,6,33.3,0,0,0,4,0,0,0,0,0,7,3,7,4,6.12,0.0,2.7200000000000006,0.6800000000000002,17.0,6.12,17.0,2.7200000000000006,2
1,A.J. Green,Milwaukee Bucks,G,48,151,16,39,337.6,2,3,100.0,14,34,278.1,2,10,12,3,9,4,5,2,42,63,60,51,15,198.0173611111111,19.95679012345679,4.111111111111112,26.40933641975309,317.1963734567901,284.63155864197535,221.65625,32.99382716049383,10
2,A.J. Lawson,Dallas Mavericks,G,28,74,12,32,340.0,2,6,100.0,2,11,100.0,3,12,15,6,5,1,2,1,-3,49,43,34,21,61.662640566430646,32.507705122865474,5.041232819658476,1.851728446480633,124.30695543523532,104.0912119950021,64.67221990837152,54.75510204081634,9
3,AJ Griffin,Atlanta Hawks,F,7,29,3,9,66.6,0,0,0.0,1,4,100.0,0,4,4,1,0,0,1,1,-15,12,11,8,5,5.0,8.080000000000002,0.52,0.52,14.48,10.280000000000003,5.120000000000001,12.68,2
4,Aaron Gordon,Denver Nuggets,PF,145,326,55,105,545.8,28,42,562.1,7,21,266.6,31,39,70,50,19,6,16,6,43,265,215,195,120,311.4278476261963,67.47119534621879,52.29874272846688,6.255395008444361,392.21523738037155,501.0499155563895,248.91518108463126,73.44792644023269,10
5,Aaron Holiday,Houston Rockets,G,64,152,22,49,331.4,12,12,300.0,8,24,280.0,6,8,14,16,18,5,3,0,11,94,78,80,30,388.53840830449826,26.567474048442904,11.645674740484429,7.767474048442907,662.5121107266435,574.2103806228374,458.5536332179931,56.49965397923876,10
6,Aaron Nesmith,Indiana Pacers,SF,115,290,42,87,528.1,17,17,700.0,14,46,321.2,9,34,43,18,34,5,8,5,49,176,158,133,61,130.94444444444443,8.456790123456791,15.946373456790123,17.187114197530864,148.80748456790124,147.88271604938274,137.37229938271605,18.90007716049383,10
7,Aaron Wiggins,Oklahoma City Thunder,SG,123,238,50,93,537.7,12,14,516.7,11,24,425.0,9,19,28,24,18,16,11,5,22,175,151,147,52,563.6325259515571,14.535640138408302,28.799999999999997,11.024913494809688,781.4290657439446,631.0525951557092,729.5148788927337,27.829757785467134,10
8,Adama Sanogo,Chicago Bulls,C,26,51,10,23,84.4,6,9,66.7,0,0,0.0,16,11,27,0,5,1,4,0,9,53,53,26,27,379.6875,294.63020833333337,0.0,0.0,1339.9218749999998,1339.9218749999998,379.6875,294.63020833333337,3
9,Admiral Schofield,Orlando Magic,SF,8,18,3,6,116.7,0,0,0.0,2,4,150.0,0,4,4,1,1,1,0,0,-20,13,12,9,5,15.948870392390013,0.8763376932223544,0.6682520808561238,0.8097502972651605,22.0,19.15101070154578,17.428061831153386,2.914387633769322,3
