,First Last Name,team,position,points,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,points_deviation,totReb_deviation,assists_deviation,tpm_deviation,Points_Rebounds_Assist_deviation,Points_Rebounds_deviation,Points_Assist_deviation,Rebounds_Assist_deviation,count
0,A. Flagler,Oklahoma City Thunder,F,0,6,0,3,0.0,0,0,0.0,0,3,0.0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,A.J. Green,Milwaukee Bucks,G,51,148,17,37,437.6,2,3,100.0,15,33,378.1,3,10,13,3,9,4,4,2,45,67,64,54,16,188.38451557093427,18.5,4.1280276816609,24.502162629757784,296.1734429065744,265.82569204152253,210.32050173010379,31.039792387543248,10
2,A.J. Lawson,Dallas Mavericks,G,26,52,11,26,323.3,2,6,100.0,2,9,100.0,2,7,9,4,5,1,0,1,1,39,35,30,13,59.35965386695511,8.358572201189832,2.67604110329908,1.8312601406165494,85.92698756084368,81.85343428880476,61.36398053001623,13.10383991346674,8
3,Aaron Gordon,Denver Nuggets,PF,145,328,54,102,574.3,31,46,637.1,6,20,166.6,29,43,72,48,23,4,15,7,48,265,217,193,120,284.505012252172,71.27244375139229,40.42325685007796,6.40008910670528,396.9255959010916,479.59434172421476,254.6903541991535,58.84161283136558,10
4,Aaron Holiday,Houston Rockets,G,62,153,21,46,354.0,10,10,300.0,10,23,348.3,5,9,14,17,16,6,4,0,4,93,76,79,31,328.3511659807956,28.761469288218258,12.857948483462886,10.097546105776559,598.4567901234568,530.5547934766042,380.90001524157907,56.972565157750346,10
5,Aaron Nesmith,Indiana Pacers,SF,114,299,42,97,442.9,13,13,600.0,17,54,294.5,9,29,38,19,35,5,8,7,64,171,152,133,57,126.89446366782006,14.348183391003458,15.152249134948095,14.141868512110726,142.2322664359862,127.25129757785471,129.4065743944637,41.96929065743945,10
6,Aaron Wiggins,Oklahoma City Thunder,SG,108,227,43,80,554.4,14,16,530.0,8,20,275.0,10,17,27,20,17,16,12,5,-7,155,135,128,47,501.52804709141276,16.738227146814406,28.37015235457064,11.901662049861496,706.3227146814404,578.0945290858726,647.2963988919668,27.568213296398888,10
7,Adama Sanogo,Chicago Bulls,C,0,5,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,2,1,1,0,1,0.390625,0.0,0.0,0.0,0.390625,0.390625,0.390625,0.0,1
8,Admiral Schofield,Orlando Magic,SF,8,18,3,6,116.7,0,0,0.0,2,4,150.0,0,4,4,1,1,1,0,0,-20,13,12,9,5,17.48,1.1792,0.7200000000000002,0.9488000000000001,26.5312,22.467200000000002,19.88,3.5631999999999997,3
9,Al Horford,Boston Celtics,C,131,282,50,86,613.0,7,8,350.0,24,50,488.3,14,41,55,23,10,7,10,6,108,209,186,154,78,408.31239669421484,33.631404958677685,8.100826446280992,30.148760330578508,343.06611570247935,368.28429752066114,400.1553719008264,24.671074380165287,10
