,First Last Name,team,position,points,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,points_deviation,totReb_deviation,assists_deviation,tpm_deviation,Points_Rebounds_Assist_deviation,Points_Rebounds_deviation,Points_Assist_deviation,Rebounds_Assist_deviation,count
0,A. Flagler,Oklahoma City Thunder,F,3,15,1,7,25.0,0,0,0.0,1,6,33.3,0,0,0,4,0,0,0,0,0,7,3,7,4,5.625,0.0,2.5,0.625,15.625,5.625,15.625,2.5,2
1,A.J. Green,Milwaukee Bucks,G,48,151,16,39,337.6,2,3,100.0,14,34,278.1,2,10,12,3,9,4,5,2,42,63,60,51,15,198.59452160493828,20.011188271604937,4.111111111111112,26.43402777777778,318.23611111111114,285.625,222.2704475308642,33.05748456790124,10
2,A.J. Lawson,Dallas Mavericks,G,26,52,11,26,323.3,2,6,100.0,2,9,100.0,2,7,9,4,5,1,0,1,1,39,35,30,13,60.83295608872793,7.490719782707106,2.5658669081032137,1.8442734268899958,83.71163422363061,80.76369397917611,62.34766862833861,11.489814395654145,8
3,Aaron Gordon,Denver Nuggets,PF,143,331,53,106,502.90000000000003,31,46,637.1,6,22,166.6,29,45,74,50,21,5,16,7,54,267,217,193,124,318.44489795918366,61.10204081632653,52.7938775510204,6.408163265306122,373.69999999999993,485.69387755102036,257.20204081632653,63.14489795918369,10
4,Aaron Holiday,Houston Rockets,G,53,146,18,45,310.7,8,8,200.0,9,24,313.3,6,7,13,17,14,5,3,0,-5,83,66,70,30,247.0,26.13146936347412,12.79387269482451,6.915229030339083,502.332242712671,414.54610350981557,317.28167757287326,56.429803688280785,10
5,Aaron Nesmith,Indiana Pacers,SF,114,299,42,97,442.9,13,13,600.0,17,54,294.5,9,29,38,19,35,5,8,7,64,171,152,133,57,125.10204081632654,14.33673469387755,15.146938775510204,14.10204081632653,139.31632653061226,124.76122448979594,127.20408163265304,41.936734693877554,10
6,Aaron Wiggins,Oklahoma City Thunder,SG,112,232,44,84,537.7,14,16,530.0,10,22,375.0,10,18,28,21,18,15,12,5,0,161,140,133,49,475.01234567901236,14.694711172077428,29.864197530864203,12.00152415790276,662.4327084285931,533.8003353147385,621.641975308642,26.56165218716659,10
7,Adama Sanogo,Chicago Bulls,C,4,16,2,5,40.0,0,0,0.0,0,0,0.0,6,1,7,0,0,0,2,0,-2,11,11,4,7,10.420000000000002,20.5,0.0,0.0,59.72,59.72,10.420000000000002,20.5,2
8,Admiral Schofield,Orlando Magic,SF,8,18,3,6,116.7,0,0,0.0,2,4,150.0,0,4,4,1,1,1,0,0,-20,13,12,9,5,16.265306122448983,0.9323979591836733,0.673469387755102,0.836734693877551,22.89158163265306,19.820153061224488,17.918367346938773,3.0242346938775513,3
9,Al Horford,Boston Celtics,C,113,265,44,75,622.6,5,6,250.0,20,43,495.0,12,42,54,21,11,5,10,7,75,188,167,134,75,272.80178516466606,39.31055709449062,9.112034472145275,14.00307787011388,333.9329024315174,350.11357340720224,260.54232071406585,44.50138504155125,10
10,Alec Burks,New York Knicks,SG,52,124,16,57,202.7,11,14,371.4,9,31,209.89999999999998,1,16,17,7,3,4,5,0,-1,76,69,59,24,337.7644355070382,22.466245331801204,4.4288997414536055,10.037632864119505,580.4228669922436,511.93191611605863,394.2910083309394,38.85952312553864,10
11,Aleksej Pokusevski,Charlotte Hornets,F,88,200,27,56,513.1,24,32,591.7,10,25,366.6,9,39,48,15,7,7,6,6,-23,151,136,103,63,129.07461734693877,40.97959183673469,14.551020408163266,4.385841836734693,244.46747448979593,246.6358418367347,137.43686224489798,45.0,10
12,Alex Caruso,Chicago Bulls,SG,109,329,38,82,483.3,7,8,250.0,26,54,466.1,9,32,41,52,25,19,17,6,-16,202,150,161,93,174.90339335180056,30.950484764542935,42.83102493074792,28.936288088642662,292.26038781163436,250.02770083102493,194.34383656509695,96.57375346260388,10
13,Alex Len,Sacramento Kings,C,20,108,9,12,466.7,2,3,150.0,0,0,0.0,9,21,30,14,19,1,7,11,37,64,50,34,44,61.24467232815254,35.34754045825989,11.292421086364364,0.0,118.49254927095018,136.41019067457137,43.133792661432466,46.83319980772312,10
14,Alondes Williams,Miami Heat,G,0,6,0,1,0.0,0,0,0.0,0,1,0.0,0,1,1,0,0,0,1,0,-2,1,1,0,1,0.8520710059171599,0.8520710059171599,0.0,0.0,0.0,0.0,0.8520710059171599,0.8520710059171599,1
15,Alperen Sengun,Houston Rockets,C,209,324,81,157,512.7,43,68,622.9,4,12,200.0,39,68,107,45,36,16,26,7,2,361,316,254,152,847.1723356009071,197.81632653061226,123.77551020408163,4.408163265306122,1935.0226757369614,1622.4580498866212,993.7777777777778,487.5510204081633,10
16,Amari Bailey,Charlotte Hornets,G,2,6,1,3,33.3,0,0,0.0,0,2,0.0,0,0,0,1,0,1,0,0,7,3,2,3,1,2.5600000000000005,0.0,0.5625,0.0,5.522500000000001,2.5600000000000005,5.522500000000001,0.5625,1
17,Amen Thompson,Houston Rockets,F,117,293,47,95,538.3,23,33,583.3,0,5,0.0,44,45,89,34,20,15,15,3,6,240,206,151,123,376.6841341268689,130.4521701262883,26.408767600522573,0.023225431847873422,970.0711278850341,843.2358832922049,433.18783568006967,227.19248076643925,10
18,Amir Coffey,LA Clippers,SG,70,261,24,64,398.3,8,11,366.7,14,39,322.5,8,21,29,13,20,9,4,3,5,112,99,83,42,164.20408163265307,44.287767177877065,8.26530612244898,10.53061224489796,267.70220987803407,273.42748460330876,170.83673469387756,40.19514551382683,10
19,Andre Drummond,Chicago Bulls,C,93,185,37,59,661.3,19,28,438.4,0,0,0.0,32,71,103,4,16,11,9,6,38,200,196,97,107,116.9890625,191.23906250000002,8.4140625,0.0,534.5640625,488.8,155.40625,207.0,10
20,Andre Jr. Jackson,Milwaukee Bucks,G,18,102,7,17,450.0,0,0,0.0,4,9,300.0,5,16,21,11,12,4,3,2,-8,50,39,29,32,30.67361111111111,13.0625,12.062499999999998,2.5625,79.22916666666666,70.77777777777777,38.91666666666667,25.33333333333333,9
21,Andrew Nembhard,Indiana Pacers,PG,105,279,43,81,506.09999999999997,7,9,350.0,12,29,358.3,4,22,26,37,26,10,10,1,28,168,131,142,63,202.67665438231055,21.133792661432462,42.28344816535812,7.6125620894087485,356.3201410030444,308.53052395449447,247.60006409229288,66.28344816535811,10
22,Andrew Wiggins,Golden State Warriors,SF,152,285,55,125,437.2,24,29,606.4,18,48,347.5,10,43,53,16,19,6,16,12,39,221,205,168,69,357.39508310249306,16.806440443213297,50.470914127423825,13.625,586.9542936288088,404.7493074792244,498.75242382271466,108.125,10
23,Anfernee Simons,Portland Trail Blazers,SG,234,361,80,177,436.7,36,39,757.1,38,94,405.4,4,33,37,64,19,7,30,1,-38,335,271,298,101,935.5240670632775,28.301243915630067,125.20497566252028,19.635478637101134,1764.6960519199567,1205.978907517577,1461.0362358031368,186.71119524067063,10
24,Anthony Black,Orlando Magic,G,45,169,16,37,468.3,5,11,133.3,8,17,341.7,4,13,17,8,10,6,6,2,-3,70,62,53,25,123.23599999999999,29.0,3.9239999999999995,11.044,265.824,227.39600000000002,158.34400000000002,36.244,10
25,Anthony Davis,Los Angeles Lakers,PF,245,350,94,165,577.6,49,59,671.8,8,24,320.8,35,114,149,27,22,13,26,22,106,421,394,272,176,815.8545923427891,255.35270779607225,28.764332473715534,8.034516960920453,1782.3076770482048,1845.8317794088475,767.9262051180322,268.521325133902,10
26,Anthony Edwards,Minnesota Timberwolves,SG,247,349,84,193,422.4,56,68,750.6,23,76,267.0,9,40,49,54,10,12,24,1,6,350,296,301,103,1056.119830889153,92.49953758752807,30.596644206632313,42.393314836834456,1356.9620821773021,1187.9830889153125,1245.2782401902498,102.91676575505352,10
