,First Last Name,team,position,points,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,points_deviation,totReb_deviation,assists_deviation,tpm_deviation,Points_Rebounds_Assist_deviation,Points_Rebounds_deviation,Points_Assist_deviation,Rebounds_Assist_deviation,count
0,A. Flagler,Oklahoma City Thunder,F,0,6,0,3,0.0,0,0,0.0,0,3,0.0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,A.J. Green,Milwaukee Bucks,G,56,151,18,46,381.0,5,6,200.0,15,39,339.3,3,13,16,5,9,4,4,2,-1,77,72,61,21,266.4396433470507,26.703017832647465,4.719478737997257,26.5,417.5836762688615,406.16186556927306,273.34567901234567,35.93827160493827,10
2,A.J. Lawson,Dallas Mavericks,G,26,47,11,24,323.3,2,6,100.0,2,8,100.0,2,7,9,3,5,1,0,1,2,38,35,29,12,49.3942857142857,7.291428571428573,2.4057142857142857,1.7942857142857143,73.72,64.25142857142856,55.30857142857143,13.251428571428574,7
3,Aaron Gordon,Denver Nuggets,PF,143,325,55,103,578.8,26,38,630.0,7,22,191.6,29,45,74,45,23,3,15,5,64,262,217,188,119,274.65936004031244,71.34693877551021,34.01234567901235,6.165532879818594,383.24817334341145,484.1740992693374,221.51121189216428,57.581506676744766,10
4,Aaron Holiday,Houston Rockets,G,62,156,21,52,307.59999999999997,12,12,400.0,8,26,268.3,5,10,15,24,17,8,4,1,31,101,77,86,39,338.7889273356401,26.502162629757784,26.721885813148788,9.759948096885813,590.5,529.4571799307959,401.88451557093424,51.17128027681661,10
5,Aaron Nesmith,Indiana Pacers,SF,111,296,41,96,443.9,12,12,500.0,17,52,330.3,12,25,37,19,37,4,6,7,53,167,148,130,56,91.24494649227111,13.0,15.130202140309157,8.186682520808562,99.68192627824016,79.62425683709868,100.9922711058264,38.440546967895365,10
6,Aaron Wiggins,Oklahoma City Thunder,SG,81,192,31,58,551.1,11,13,330.0,8,15,341.7,9,15,24,17,13,10,13,5,-7,122,105,98,41,282.900826446281,16.5,17.675849403122132,11.941689623507806,420.53673094582183,408.58264462809916,307.2488521579431,21.781910009182734,10
7,Admiral Schofield,Orlando Magic,SF,8,18,3,6,116.7,0,0,0.0,2,4,150.0,0,4,4,1,1,1,0,0,-20,13,12,9,5,15.666666666666664,0.8367346938775508,0.693877551020408,0.836734693877551,22.0,18.598639455782312,17.598639455782312,3.0000000000000004,3
8,Al Horford,Boston Celtics,C,136,303,52,89,653.4,6,6,300.0,26,51,557.6,16,43,59,26,15,8,10,8,109,221,195,162,85,365.2313263920326,74.92394748755093,9.188773200543233,28.631054775916706,309.47713897691267,341.233589859665,348.0,69.58759619737438,10
9,Alec Burks,New York Knicks,SG,71,130,23,74,271.7,14,19,446.4,11,40,257.5,2,16,18,9,2,3,4,0,-23,98,89,80,27,264.0059171597633,20.376479289940832,3.0421597633136095,7.943786982248521,452.5,409.88831360946745,297.7610946745562,32.27514792899409,10
