,First Last Name,team,position,points,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,points_deviation,totReb_deviation,assists_deviation,tpm_deviation,Points_Rebounds_Assist_deviation,Points_Rebounds_deviation,Points_Assist_deviation,Rebounds_Assist_deviation,count
0,A. Flagler,Oklahoma City Thunder,F,0,6,0,3,0.0,0,0,0.0,0,3,0.0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,A.J. Green,Milwaukee Bucks,G,54,147,17,42,404.8,7,8,266.7,13,35,339.3,2,14,16,6,9,3,3,1,25,76,70,60,22,256.4140625,18.6640625,9.625,24.2890625,380.65625,374.15625,260.9765625,30.2265625,10
2,A.J. Lawson,Dallas Mavericks,G,26,47,11,24,323.3,2,6,100.0,2,8,100.0,2,7,9,3,5,1,0,1,2,38,35,29,12,45.109375,7.75,2.359375,1.77734375,67.9375,59.484375,49.9375,13.734375,7
3,Aaron Gordon,Denver Nuggets,PF,139,323,54,100,592.7,25,38,596.7,6,20,191.6,27,42,69,42,21,2,16,4,52,250,208,181,111,218.96799015081564,95.06401969836872,43.87196060326254,4.483225607879348,312.4432132963989,401.62080640196984,146.96799015081564,121.75838719606033,10
4,Aaron Holiday,Houston Rockets,G,70,161,24,57,357.6,14,14,500.0,8,27,268.3,5,11,16,22,16,7,4,1,30,108,86,92,38,294.84287200832466,24.62018730489074,31.633714880332985,9.74245577523413,521.0489073881374,462.324661810614,354.1394380853278,55.681581685744014,10
5,Aaron Nesmith,Indiana Pacers,SF,122,316,42,100,431.2,17,17,600.0,21,57,383.7,8,29,37,19,36,6,7,11,67,178,159,141,56,108.16518333926665,12.890352438590243,13.965468138127447,9.207903168387327,108.96760412958349,110.9188323246707,96.97864008543966,36.091135635457455,10
6,Aaron Wiggins,Oklahoma City Thunder,SG,67,159,27,44,585.8,6,9,180.0,7,14,241.7,9,13,22,14,5,7,12,4,15,103,89,81,36,244.41736028537454,14.21640903686088,9.08680142687277,13.461355529131986,350.08917954815695,363.77526753864447,235.63258026159335,18.401902497027347,10
7,Admiral Schofield,Orlando Magic,SF,8,18,3,6,116.7,0,0,0.0,2,4,150.0,0,4,4,1,1,1,0,0,-20,13,12,9,5,16.08,0.9075,0.7200000000000002,0.88,23.2675,19.4675,18.320000000000004,3.1875,3
8,Al Horford,Boston Celtics,C,114,292,42,78,566.4,8,8,400.0,22,46,482.6,14,45,59,21,16,9,9,7,57,194,173,135,80,450.8,75.05625,19.20625,33.75625,546.5,492.15625,506.50624999999997,92.9,10
9,Alec Burks,New York Knicks,SG,71,130,23,74,271.7,14,19,446.4,11,40,257.5,2,16,18,9,2,3,4,0,-23,98,89,80,27,284.98771266540643,20.844045368620037,3.2495274102079392,8.866729678638942,488.51417769376184,440.6370510396975,323.1351606805293,33.82325141776937,10
