,First Last Name,team,position,points,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,points_deviation,totReb_deviation,assists_deviation,tpm_deviation,Points_Rebounds_Assist_deviation,Points_Rebounds_deviation,Points_Assist_deviation,Rebounds_Assist_deviation,count
0,A. Flagler,Oklahoma City Thunder,F,0,6,0,3,0.0,0,0,0.0,0,3,0.0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,A.J. Green,Milwaukee Bucks,G,52,141,16,40,371.5,7,8,266.7,13,33,339.3,2,15,17,6,9,3,4,0,18,75,69,58,23,291.5147928994083,16.103221564760023,9.254437869822485,26.301775147928993,401.8231426692965,403.2984878369494,290.5443786982248,24.852728468113085,10
2,A.J. Lawson,Dallas Mavericks,G,26,47,11,24,323.3,2,6,100.0,2,8,100.0,2,7,9,3,5,1,0,1,2,38,35,29,12,46.26063100137175,8.382716049382717,2.2647462277091908,1.7421124828532237,71.11111111111113,63.10425240054869,50.67901234567901,14.23593964334705,7
3,Aaron Gordon,Denver Nuggets,PF,140,317,57,102,647.5,23,33,596.7,3,15,108.3,26,39,65,41,20,4,13,4,52,246,205,181,106,236.0390625,121.90625,60.9765625,2.1015625,379.15625,536.4140625,139.125,122.5390625,10
4,Aaron Holiday,Houston Rockets,G,60,149,21,53,346.0,12,12,400.0,6,23,228.3,4,9,13,21,15,7,2,1,41,94,73,81,34,214.0,10.121301775147929,33.6042899408284,10.157544378698224,357.60133136094674,287.0443786982249,284.9119822485207,43.37056213017752,10
5,Aaron Nesmith,Indiana Pacers,SF,118,307,39,99,405.7,20,20,700.0,20,54,380.1,7,30,37,18,38,5,6,12,54,173,155,136,55,128.34567901234567,12.45679012345679,15.027160493827159,10.079012345679011,143.86419753086423,132.20493827160493,131.77777777777777,35.71111111111111,10
6,Aaron Wiggins,Oklahoma City Thunder,SG,57,155,23,38,580.8,6,9,180.0,5,12,200.0,10,11,21,11,5,6,10,5,-21,89,78,68,32,178.56184922948773,10.970012494793835,8.963348604748022,7.775510204081632,241.45314452311538,256.0,174.34818825489378,9.600166597251146,10
7,Admiral Schofield,Orlando Magic,SF,5,11,2,4,66.7,0,0,0.0,1,2,100.0,0,2,2,0,1,1,0,0,-11,7,7,5,2,15.131487889273355,0.02768166089965399,0.006920415224913495,0.5847750865051903,15.408304498269898,15.698961937716263,14.868512110726641,0.006920415224913498,2
8,Al Horford,Boston Celtics,C,112,283,41,76,569.3,8,8,400.0,22,45,499.3,14,43,57,23,17,9,9,6,84,192,169,135,80,465.94459833795014,79.5360110803324,22.113573407202217,33.61357340720222,566.4279778393352,532.3504155124654,508.50138504155126,93.17036011080333,10
9,Alec Burks,New York Knicks,SG,71,129,23,72,280.0,14,19,446.4,11,40,257.5,3,15,18,9,2,3,4,0,-8,98,89,80,27,291.6373966942149,21.038223140495866,3.264462809917355,9.09194214876033,498.97520661157023,450.1570247933885,330.61673553719004,34.14152892561983,10
10,Aleksej Pokusevski,Charlotte Hornets,F,60,177,22,47,482.9,11,14,416.7,5,16,266.6,9,29,38,19,9,10,8,6,-51,117,98,79,57,86.57550535077289,27.577883472057074,12.895362663495838,2.2306777645659928,208.68489892984542,169.71343638525565,116.0154577883472,50.00475624256837,9
11,Aleksej Pokusevski,Oklahoma City Thunder,F,0,6,0,1,0.0,0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.136741973840664,17.409036860879905,4.5707491082045175,0.34363852556480373,161.90368608799048,112.06777645659929,73.13198573127228,39.820451843044,1
12,Alex Caruso,Chicago Bulls,SG,124,320,44,93,449.6,11,16,375.0,25,55,447.5,8,35,43,50,27,21,12,5,5,217,167,174,93,298.5,38.583999999999996,25.183999999999997,23.176,551.7159999999999,401.524,425.524,86.936,10
13,Alex Len,Sacramento Kings,C,39,99,14,18,616.7,11,13,525.0,0,0,0.0,6,16,22,8,15,2,3,11,23,69,61,47,30,56.678638941398866,24.053875236294896,13.668241965973534,0.0,157.7485822306238,113.33553875236296,96.64366729678638,42.17013232514178,10
14,Alondes Williams,Miami Heat,G,0,6,0,1,0.0,0,0,0.0,0,1,0.0,0,1,1,0,0,0,1,0,-2,1,1,0,1,3.24,0.6400000000000001,0.0,0.0,1.0,1.0,3.24,0.6400000000000001,1
15,Alperen Sengun,Houston Rockets,C,209,324,81,157,512.7,43,68,622.9,4,12,200.0,39,68,107,45,36,16,26,7,2,361,316,254,152,847.1723356009071,197.81632653061226,123.77551020408163,4.408163265306122,1935.0226757369614,1622.4580498866212,993.7777777777778,487.5510204081633,10
16,Amari Bailey,Charlotte Hornets,G,2,6,1,3,33.3,0,0,0.0,0,2,0.0,0,0,0,1,0,1,0,0,7,3,2,3,1,2.25,0.0,0.47265625,0.0,4.78515625,2.25,4.78515625,0.47265625,1
17,Amen Thompson,Houston Rockets,F,154,278,65,104,651.1,23,30,604.7,1,6,100.0,34,54,88,26,25,11,13,7,105,268,242,180,114,521.4019223923104,86.80526877892488,31.117835528657885,0.9060163759344964,902.9469562121752,864.5674617301529,503.2417230331079,174.4627981488074,10
18,Amir Coffey,LA Clippers,SG,76,245,28,60,462.0,4,5,250.0,16,37,376.7,4,26,30,20,18,4,7,3,-49,126,106,96,50,187.40606420927466,86.52140309155767,15.712247324613553,20.083828775267538,459.115338882283,345.3008323424494,277.65576694411413,125.79845422116527,10
19,Andre Drummond,Chicago Bulls,C,87,160,31,56,523.9,25,34,692.5,0,0,0.0,30,55,85,7,13,5,7,4,14,179,172,94,92,193.5332840236686,62.77514792899408,8.580621301775148,0.0,427.0207100591716,357.55399408284023,242.86686390532543,91.4889053254438,10
20,Andre Jr. Jackson,Milwaukee Bucks,G,10,69,4,9,333.3,0,0,0.0,2,5,200.0,3,9,12,10,6,3,3,0,-10,32,22,20,22,14.074074074074076,6.166666666666668,6.240740740740741,1.6296296296296295,31.851851851851848,30.01851851851852,17.129629629629633,11.185185185185185,6
21,Andrew Nembhard,Indiana Pacers,PG,104,289,43,81,494.5,7,9,250.0,11,31,358.3,3,21,24,33,26,7,9,1,13,161,128,137,57,280.0,34.49626201495194,20.000355998576005,6.901744393022428,551.5881096475614,442.1189035243859,377.0946956212175,66.87112851548594,10
22,Andrew Wiggins,Golden State Warriors,SF,152,280,57,120,477.9,21,28,451.4,17,42,395.0,20,41,61,11,17,5,10,7,21,224,213,163,72,257.93860946745565,32.890532544378694,8.071745562130177,12.121301775147929,388.5,331.53328402366867,306.15976331360946,49.70784023668639,10
23,Anfernee Simons,Portland Trail Blazers,SG,234,361,80,177,436.7,36,39,757.1,38,94,405.4,4,33,37,64,19,7,30,1,-38,335,271,298,101,935.5240670632775,28.301243915630067,125.20497566252028,19.635478637101134,1764.6960519199567,1205.978907517577,1461.0362358031368,186.71119524067063,10
24,Anthony Black,Orlando Magic,G,47,184,16,46,365.9,6,13,183.3,9,21,308.3,6,21,27,8,11,6,8,3,13,82,74,55,35,108.73921028466482,63.61157024793388,3.6014692378328745,10.623507805325987,264.3305785123967,238.55463728191,133.41322314049586,68.31496786042241,10
25,Anthony Davis,Los Angeles Lakers,PF,232,360,88,169,530.2,49,59,827.6,7,18,237.5,38,110,148,37,22,16,20,22,59,417,380,269,185,620.9990548204158,367.79584120982986,16.692816635160682,8.100189035916824,1739.8582230623817,1665.3657844990548,647.3137996219282,432.66635160680534,10
26,Anthony Edwards,Minnesota Timberwolves,SG,266,371,105,229,449.6,33,47,663.1,23,67,399.0,12,61,73,56,15,13,28,10,9,395,339,322,129,966.5121107266436,69.53210303729335,36.67128027681661,22.08112264513649,1112.61630142253,1105.642829680892,968.3321799307957,111.35678585159555,10
27,Anthony Gill,Washington Wizards,PF,43,107,16,35,334.4,6,6,200.0,5,14,225.0,10,12,22,12,12,6,9,0,-11,77,65,55,34,194.82380013149245,45.69756738987509,16.66272189349112,4.337278106508876,508.7278106508876,395.57988165680473,279.28533859303093,91.04667981591058,8
28,Ashton Hagans,Portland Trail Blazers,G,57,203,20,46,387.7,10,11,450.0,7,16,266.7,8,24,32,39,26,8,24,8,1,128,89,96,71,160.5127551020408,16.0,38.5,8.369897959183675,327.5841836734694,228.36989795918367,251.72704081632654,62.5,10
29,Ausar Thompson,Detroit Pistons,F,103,314,42,87,508.0,11,25,325.0,8,29,195.3,15,44,59,21,26,17,14,11,-6,183,162,124,80,121.7,31.399999999999995,24.125,8.5,347.72499999999997,237.7,200.02499999999998,87.225,10
30,Austin Reaves,Los Angeles Lakers,SG,187,361,61,132,453.1,39,46,850.0,26,67,344.0,7,50,57,60,16,3,20,5,51,304,244,247,117,400.56399999999996,99.284,72.064,39.3,970.736,761.2959999999999,567.156,214.196,10
31,Ayo Dosunmu,Chicago Bulls,SG,184,370,72,140,493.3,18,20,550.0,22,53,391.6,7,24,31,49,27,10,18,6,-37,264,215,233,80,853.9090236686391,35.994082840236686,63.148668639053255,21.81360946745562,932.8639053254437,754.5332840236687,1035.0828402366863,96.29955621301775,10
32,Bam Adebayo,Miami Heat,C,165,333,68,128,532.4,22,39,591.6,7,13,483.3,30,92,122,34,13,16,14,10,-34,321,287,199,156,285.77504725897916,97.35822306238185,22.427221172022684,4.417769376181474,427.2712665406427,397.00661625708887,333.0,102.82514177693761,10
33,Ben Sheppard,Indiana Pacers,G,45,177,17,44,372.1,6,6,300.0,5,30,153.3,2,13,15,11,15,5,3,0,26,71,60,56,26,116.276,22.823999999999998,12.916,3.944,216.504,178.836,160.8,28.884,10
34,Ben Simmons,Brooklyn Nets,PG,53,168,24,38,521.1,5,11,150.0,0,0,0.0,15,39,54,46,20,9,12,4,-5,153,107,99,100,134.88888888888889,64.0,78.88888888888889,0.0,382.0,162.8888888888889,300.0,196.88888888888889,9
35,Bennedict Mathurin,Indiana Pacers,SG,139,275,44,115,340.3,35,45,614.5,16,44,245.0,10,33,43,23,24,7,17,4,-18,205,182,162,66,753.4765625,123.6015625,38.125,30.4140625,1418.90625,1097.65625,970.9140625,265.5390625,10
36,Bilal Coulibaly,Washington Wizards,SG,90,289,30,76,451.5,19,27,633.3,11,39,238.3,9,30,39,18,22,12,8,7,-98,147,129,108,57,127.37777777777777,38.5,16.0,13.177777777777775,337.8777777777778,291.7444444444444,166.31111111111107,61.699999999999996,10
37,Bismack Biyombo,Oklahoma City Thunder,C,4,36,1,4,33.3,2,4,100.0,0,0,0.0,3,2,5,2,6,1,4,1,3,11,9,6,7,5.600000000000001,4.8,1.4000000000000004,0.0,31.799999999999997,20.0,12.6,11.000000000000002,5
38,Blake Wesley,San Antonio Spurs,G,44,152,15,39,315.7,11,14,475.0,3,9,150.0,4,17,21,27,10,5,6,4,-7,92,65,71,48,139.43827160493828,20.777777777777775,64.75308641975309,4.179012345679013,302.94444444444446,150.62345679012344,250.94444444444443,126.34567901234568,10
39,Boban Marjanovic,Houston Rockets,C,3,7,1,1,100.0,1,2,50.0,0,0,0.0,0,3,3,0,0,0,1,0,-3,6,6,3,3,1.6747404844290659,4.996539792387543,0.0,0.0,12.45674740484429,12.45674740484429,1.6747404844290659,4.996539792387543,1
40,Bobby Portis,Milwaukee Bucks,F,156,261,66,128,513.3,12,15,525.0,12,26,333.4,18,65,83,9,23,9,16,3,0,248,239,165,92,470.8,108.35600000000001,7.016000000000002,24.0,718.3240000000001,772.196,440.856,91.444,10
41,Bogdan Bogdanovic,Atlanta Hawks,SG,166,334,61,142,431.0,11,14,316.7,33,79,436.5,11,26,37,45,21,12,16,3,56,248,203,211,82,278.9795918367347,32.10037484381508,57.67305289462725,20.576842982090795,237.00541441066218,180.80591420241564,330.0753852561433,94.87713452728029,10
42,Bojan Bogdanovic,New York Knicks,SF,71,162,27,68,348.8,5,7,200.0,12,33,311.9,2,10,12,10,8,0,16,0,16,93,83,81,22,356.40625,17.87934027777778,6.9765625,15.233506944444443,445.4340277777777,399.4626736111111,394.2890625,32.94444444444444,10
43,Bol Bol,Phoenix Suns,C,64,112,24,37,542.4,6,7,275.0,10,17,450.0,6,25,31,4,8,0,4,6,-6,99,95,68,35,231.18877320054324,13.959710276143053,4.479855138071526,8.113173381620644,351.7406066093255,330.17700316885464,246.97057492077863,24.221367134449977,10
44,Bones Hyland,LA Clippers,PG,65,161,24,62,368.1,4,6,200.0,13,36,313.8,1,16,17,31,15,10,14,1,0,113,82,96,48,325.691135734072,17.576177285318558,88.4168975069252,20.70637119113573,879.5540166204985,477.2756232686981,658.3767313019391,175.58587257617728,10
