,First Last Name,team,position,points,minutes,fgm,fga,fgp,ftm,fta,ftp,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,plusMinus,Points_Rebounds_Assist,Points_Rebounds,Points_Assist,Rebounds_Assist,points_deviation,totReb_deviation,assists_deviation,tpm_deviation,Points_Rebounds_Assist_deviation,Points_Rebounds_deviation,Points_Assist_deviation,Rebounds_Assist_deviation,count
0,A. Flagler,Oklahoma City Thunder,F,0,6,0,3,0.0,0,0,0.0,0,3,0.0,0,0,0,1,0,0,0,0,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,A.J. Green,Milwaukee Bucks,G,72,146,24,55,410.6,5,6,266.7,19,47,375.3,1,16,17,10,9,3,6,1,-20,99,89,82,27,521.5390625,12.2890625,12.9765625,38.0390625,654.2265625,532.5,644.40625,24.125,10
2,A.J. Lawson,Dallas Mavericks,G,14,31,6,13,170.0,1,4,50.0,1,4,50.0,2,4,6,1,4,0,0,1,-7,21,20,15,7,27.530864197530864,5.08641975308642,0.7530864197530864,0.8271604938271604,31.197530864197528,30.0,27.5679012345679,7.0,4
3,Aaron Gordon,Denver Nuggets,PF,155,307,63,110,599.4,24,30,535.0,5,22,158.3,18,50,68,35,19,12,19,5,86,258,223,190,103,240.80622837370245,143.68858131487886,34.71626297577855,4.508650519031143,584.318339100346,673.9896193771626,218.8581314878893,110.68166089965398,10
4,Aaron Holiday,Houston Rockets,G,63,130,23,53,270.5,5,7,150.0,12,24,302.5,4,5,9,16,15,3,7,1,-39,88,72,79,25,484.25951557093424,9.373702422145328,14.505190311418684,23.688581314878896,662.6228373702422,598.2560553633218,539.4290657439446,33.07612456747405,10
5,Aaron Nesmith,Indiana Pacers,SF,114,275,38,84,440.6,22,31,598.8,16,43,381.5,4,26,30,16,30,8,12,6,8,160,144,130,46,335.77777777777777,54.400000000000006,16.0,8.57777777777778,672.1777777777778,581.7777777777778,389.77777777777777,106.80000000000001,10
6,Aaron Wiggins,Oklahoma City Thunder,SG,62,158,23,46,480.0,9,10,450.0,7,17,316.7,9,11,20,5,9,10,10,5,29,87,82,67,25,157.97530864197532,14.444444444444443,5.611111111111112,7.790123456790124,213.58641975308643,186.4938271604938,186.62345679012347,18.5,10
7,Al Horford,Boston Celtics,C,72,243,29,53,458.1,7,8,350.0,7,20,265.0,12,42,54,13,11,6,3,8,62,139,126,85,67,199.625,14.90625,28.7265625,7.4140625,419.1015625,283.15625,325.6640625,53.5390625,10
8,Alec Burks,New York Knicks,SG,87,165,31,96,311.0,11,17,358.3,14,47,288.9,5,13,18,9,7,2,9,1,-53,114,105,96,27,297.31111111111113,13.111111111111109,5.399999999999999,10.8,360.0,352.59999999999997,302.44444444444446,20.77777777777777,10
9,Aleksej Pokusevski,Oklahoma City Thunder,F,4,13,1,3,50.0,1,2,50.0,1,2,100.0,0,1,1,0,0,1,0,0,-8,5,5,4,1,8.0,0.5,0.0,0.5,12.5,12.5,8.0,0.5,2
10,Alex Caruso,Chicago Bulls,SG,83,294,30,77,405.3,9,10,300.0,14,49,298.4,6,31,37,31,29,23,11,10,-10,151,120,114,68,116.25259515570934,30.965397923875436,33.53979238754325,12.449826989619378,137.31833910034604,147.6955017301038,124.5674740484429,45.81314878892733,10
11,Alex Len,Sacramento Kings,C,29,92,13,24,386.7,3,7,60.0,0,1,0.0,10,16,26,4,12,4,6,7,18,59,55,33,30,104.40236686390533,5.994082840236688,4.485207100591716,0.0,102.56213017751479,101.09467455621301,110.05917159763312,6.289940828402368,9
12,Alondes Williams,Miami Heat,G,0,6,0,1,0.0,0,0,0.0,0,1,0.0,0,1,1,0,0,0,1,0,-2,1,1,0,1,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,1
13,Alperen Sengun,Houston Rockets,C,213,333,81,154,526.0,46,73,664.0,5,14,250.0,37,63,100,49,39,15,29,10,-17,362,313,262,149,798.7231833910034,254.18685121107265,118.95155709342562,4.508650519031142,1809.60553633218,1588.3702422145327,894.0968858131487,499.0,10
14,Amen Thompson,Houston Rockets,F,89,239,37,78,406.6,14,25,368.3,1,11,33.3,31,41,72,20,25,18,13,12,-29,181,161,109,92,503.6111111111111,106.5,25.97530864197531,0.9197530864197531,965.1234567901234,768.1111111111111,661.9567901234568,171.14197530864197,10
15,Amir Coffey,LA Clippers,SG,60,234,22,52,382.1,9,10,450.0,7,22,308.3,5,16,21,16,17,10,6,1,-38,97,81,76,37,236.3213296398892,29.565096952908586,13.20775623268698,7.0,294.5346260387812,291.02770083102496,261.5623268698061,21.038781163434905,10
16,Andre Drummond,Chicago Bulls,C,96,209,40,79,441.8,16,26,641.7,0,1,0.0,36,72,108,2,22,2,12,7,28,206,204,98,110,284.40443213296396,336.90304709141276,1.6011080332409973,0.0,1011.9279778393352,976.1551246537396,295.60110803324096,363.0803324099724,10
17,Andre Jr. Jackson,Milwaukee Bucks,G,8,62,3,8,233.3,0,0,0.0,2,5,200.0,0,8,8,8,6,3,2,0,-3,24,16,16,16,11.58677685950413,3.0,8.256198347107436,1.4380165289256195,32.2809917355372,25.132231404958677,17.644628099173552,12.347107438016527,5
18,Andrew Nembhard,Indiana Pacers,PG,100,294,43,80,586.2,2,3,66.7,12,27,516.7,7,23,30,34,21,17,13,1,-8,164,130,134,64,75.09141274238229,38.443213296398895,41.91689750692521,5.689750692520775,130.79778393351802,77.08033240997229,124.44875346260388,84.72022160664821,10
19,Andrew Wiggins,Golden State Warriors,SF,128,257,49,98,486.4,13,15,616.7,17,37,456.6,9,27,36,26,18,12,8,3,31,190,164,154,62,241.6885813148789,34.89965397923876,17.730103806228374,8.626297577854672,336.5536332179931,332.56747404844293,232.5051903114187,65.79930795847751,10
20,Anfernee Simons,Portland Trail Blazers,SG,218,356,77,192,395.9,31,32,885.7,33,91,355.1,3,35,38,62,28,3,33,0,-47,318,256,280,100,796.0,27.65625,115.6015625,24.1015625,1192.2890625,785.15625,1160.3515625,186.0390625,10
21,Anthony Black,Orlando Magic,G,74,228,24,52,416.9,13,18,550.0,13,24,408.3,7,22,29,12,16,6,8,3,45,115,103,86,41,279.40625,57.0,4.0,17.0,420.15625,405.65625,293.90625,61.0,10
22,Anthony Davis,Los Angeles Lakers,PF,249,350,92,162,563.5,63,74,758.4,2,12,66.6,29,103,132,21,21,8,17,26,23,402,381,270,153,638.4878892733565,29.813148788927332,34.4878892733564,1.6885813148788926,845.8131487889274,873.6712802768167,636.0,38.930795847750865,10
