,game_id,team name,points,assists,offReb,defReb,totReb,steals,turnovers,blocks,tpm,tpa,plusMinus,fastBreakPoints,pointsInPaint,biggestLead,secondChancePoints,pointsOffTurnovers,longestRun,fgm,fga,ftm,fta,pfouls,id,date
0,13548,Thunder,119,29,10,35,45,10,10,7,10,34,12,,,,,,,43,88,23,29,16,13548,2024-03-21
1,13548,Jazz,107,20,11,36,47,6,16,5,10,36,-12,,,,,,,40,90,17,18,22,13548,2024-03-21
2,13549,Warriors,137,43,13,35,48,6,7,5,19,39,21,,,,,,,58,100,2,6,17,13549,2024-03-21
3,13549,Grizzlies,116,29,16,29,45,4,12,3,18,49,-21,,,,,,,42,96,14,18,15,13549,2024-03-21
4,13550,Suns,115,34,14,41,55,7,23,12,19,39,13,,,,,,,45,90,6,8,18,13550,2024-03-21
5,13550,76ers,102,33,13,27,40,12,11,7,13,37,-13,,,,,,,41,95,7,18,12,13550,2024-03-21
6,13551,Trail Blazers,103,21,8,30,38,6,17,4,15,34,-13,,,,,,,39,81,10,15,16,13551,2024-03-21
7,13551,Clippers,116,29,8,34,42,15,12,7,13,31,13,,,,,,,45,86,13,15,13,13551,2024-03-21
8,13542,Spurs,107,31,9,39,48,6,16,10,14,39,-6,,,,,,,39,89,15,21,14,13542,2024-03-20
9,13542,Mavericks,113,31,3,37,40,6,9,3,10,29,6,,,,,,,44,91,15,17,18,13542,2024-03-20
10,13543,Timberwolves,112,25,8,29,37,10,7,7,12,35,-3,,,,,,,42,88,16,23,16,13543,2024-03-20
11,13543,Nuggets,115,26,11,38,49,5,17,1,14,27,3,,,,,,,42,81,17,22,19,13543,2024-03-20
12,13544,Cavaliers,104,30,6,31,37,3,12,2,15,42,-3,,,,,,,35,75,19,22,19,13544,2024-03-20
13,13544,Heat,107,19,7,30,37,7,8,2,13,36,3,,,,,,,38,83,18,19,20,13544,2024-03-20
14,13545,Pistons,103,23,12,34,46,8,15,1,5,23,-19,,,,,,,37,90,24,30,14,13545,2024-03-20
15,13545,Pacers,122,38,5,35,40,13,13,6,11,29,19,,,,,,,50,88,11,18,16,13545,2024-03-20
16,13546,Celtics,122,25,11,26,37,6,9,5,18,40,3,,,,,,,40,85,24,29,18,13546,2024-03-20
17,13546,Bucks,119,20,9,32,41,3,15,6,17,35,-3,,,,,,,45,84,12,14,25,13546,2024-03-20
18,13547,Raptors,89,21,11,20,31,11,22,3,10,31,-34,,,,,,,33,80,13,18,15,13547,2024-03-20
19,13547,Kings,123,32,18,35,53,14,16,6,12,40,34,,,,,,,48,93,15,18,16,13547,2024-03-20
20,13534,Bulls,110,26,13,27,40,9,9,5,11,33,3,,,,,,,41,93,17,21,21,13534,2024-03-19
21,13534,Trail Blazers,107,21,13,30,43,7,13,5,8,28,-3,,,,,,,40,88,19,25,24,13534,2024-03-19
22,13535,Jazz,104,25,14,33,47,6,17,3,14,32,-10,,,,,,,39,84,12,14,13,13535,2024-03-19
23,13535,Timberwolves,114,27,12,23,35,9,9,9,16,41,10,,,,,,,44,91,10,12,15,13535,2024-03-19
24,13536,Warriors,112,29,12,27,39,7,13,5,14,36,-7,,,,,,,42,88,14,18,16,13536,2024-03-19
25,13536,Knicks,119,29,14,30,44,6,13,1,14,37,7,,,,,,,44,91,17,20,17,13536,2024-03-19
26,13537,Kings,121,30,15,44,59,7,19,10,11,35,10,,,,,,,42,94,26,32,25,13537,2024-03-19
27,13537,Grizzlies,111,22,15,34,49,13,14,7,13,38,-10,,,,,,,37,98,24,30,23,13537,2024-03-19
28,13538,Lakers,136,39,4,44,48,6,9,4,15,36,31,,,,,,,52,90,17,20,15,13538,2024-03-19
29,13538,Hawks,105,32,12,30,42,8,9,5,9,41,-31,,,,,,,42,98,12,15,14,13538,2024-03-19
30,13539,Magic,112,32,10,31,41,10,18,6,12,34,20,,,,,,,44,81,12,13,10,13539,2024-03-19
31,13539,Hornets,92,19,4,26,30,8,17,1,9,29,-20,,,,,,,38,79,7,9,13,13539,2024-03-19
32,13540,Wizards,114,24,17,27,44,6,11,2,15,39,-23,,,,,,,42,98,15,20,27,13540,2024-03-19
33,13540,Rockets,137,25,12,35,47,6,7,11,13,39,23,,,,,,,47,91,30,36,15,13540,2024-03-19
34,13541,Nets,91,19,14,28,42,6,14,4,12,40,-13,,,,,,,31,84,17,22,13,13541,2024-03-19
35,13541,Pelicans,104,29,11,37,48,7,14,5,10,34,13,,,,,,,42,83,10,13,19,13541,2024-03-19
36,13530,Clippers,93,17,10,30,40,10,16,5,11,36,-17,,,,,,,28,74,26,29,13,13530,2024-03-18
37,13530,Hawks,110,32,10,35,45,10,16,7,17,34,17,,,,,,,41,84,11,12,22,13530,2024-03-18
38,13531,Pacers,103,28,14,31,45,8,11,3,9,38,-5,,,,,,,42,91,10,16,24,13531,2024-03-18
39,13531,Cavaliers,108,27,9,30,39,8,14,4,12,32,5,,,,,,,38,80,20,28,18,13531,2024-03-18
40,13532,Celtics,119,30,15,38,53,8,11,8,22,49,25,,,,,,,43,95,11,13,9,13532,2024-03-18
41,13532,Pistons,94,21,8,35,43,6,13,3,9,29,-25,,,,,,,36,84,13,15,15,13532,2024-03-18
42,13533,76ers,98,23,7,39,46,7,12,12,13,36,7,,,,,,,37,85,11,12,16,13533,2024-03-18
43,13533,Heat,91,23,11,38,49,8,15,3,12,33,-7,,,,,,,35,89,9,14,13,13533,2024-03-18
44,13519,Bulls,127,33,12,39,51,9,15,4,8,24,29,,,,,,,49,85,21,29,16,13519,2024-03-17
45,13519,Wizards,98,27,9,23,32,12,16,7,13,32,-29,,,,,,,36,84,13,22,21,13519,2024-03-17
46,13520,Grizzlies,112,34,7,29,36,7,14,4,18,44,-6,,,,,,,37,81,20,26,20,13520,2024-03-17
47,13520,Thunder,118,25,8,37,45,7,12,8,12,35,6,,,,,,,45,87,16,21,19,13520,2024-03-17
48,13521,Lakers,121,32,8,31,39,3,10,4,12,34,-7,,,,,,,47,92,15,18,13,13521,2024-03-17
49,13521,Warriors,128,38,14,31,45,3,7,4,14,34,7,,,,,,,51,97,12,15,19,13521,2024-03-17
50,13522,Jazz,100,23,10,41,51,4,16,5,6,26,-19,,,,,,,38,83,18,21,14,13522,2024-03-17
51,13522,Timberwolves,119,31,7,37,44,8,9,6,19,41,19,,,,,,,44,93,12,15,16,13522,2024-03-17
52,13523,Kings,91,22,11,31,42,7,12,5,10,37,-7,,,,,,,30,85,21,26,20,13523,2024-03-17
53,13523,Knicks,98,19,10,42,52,8,16,9,11,39,7,,,,,,,37,86,13,16,21,13523,2024-03-17
54,13524,Bucks,140,35,10,25,35,11,11,2,24,41,11,,,,,,,51,94,14,14,12,13524,2024-03-17
55,13524,Suns,129,36,7,32,39,7,14,5,14,33,-11,,,,,,,51,87,13,15,16,13524,2024-03-17
56,13525,Pistons,101,24,7,37,44,4,12,7,14,36,-3,,,,,,,38,83,11,14,19,13525,2024-03-17
57,13525,Heat,104,24,11,36,47,7,10,2,12,35,3,,,,,,,40,89,12,16,11,13525,2024-03-17
58,13526,Mavericks,107,22,22,38,60,5,12,5,9,35,2,,,,,,,42,100,14,21,21,13526,2024-03-17
59,13526,Nuggets,105,26,6,31,37,7,8,6,12,28,-2,,,,,,,37,84,19,22,16,13526,2024-03-17
60,13527,Magic,111,22,10,29,39,7,15,4,11,36,15,,,,,,,43,85,14,20,16,13527,2024-03-17
61,13527,Raptors,96,23,11,26,37,7,18,3,8,31,-15,,,,,,,37,84,14,15,18,13527,2024-03-17
62,13528,Wizards,104,24,10,30,40,3,16,5,10,34,-26,,,,,,,41,89,12,14,20,13528,2024-03-17
63,13528,Celtics,130,30,12,31,43,9,15,6,24,50,26,,,,,,,43,87,20,24,17,13528,2024-03-17
64,13529,Spurs,122,30,13,37,50,6,18,10,9,37,7,,,,,,,46,99,21,23,17,13529,2024-03-17
65,13529,Nets,115,29,11,37,48,13,12,5,8,31,-7,,,,,,,47,102,13,19,20,13529,2024-03-17
